Period,# of trades,winning trades,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
04/15/2008--04/10/2009,47.0,25.0,53.191489361702125,33.0,21.0,63.63636363636363,14.0,4.0,28.57142857142857
05/15/2008--05/10/2009,40.0,19.0,47.5,29.0,18.0,62.06896551724138,11.0,1.0,9.090909090909092
06/14/2008--06/09/2009,38.0,18.0,47.368421052631575,27.0,17.0,62.96296296296296,11.0,1.0,9.090909090909092
07/14/2008--07/09/2009,42.0,20.0,47.61904761904761,31.0,19.0,61.29032258064516,11.0,1.0,9.090909090909092
08/13/2008--08/08/2009,39.0,18.0,46.15384615384615,29.0,18.0,62.06896551724138,10.0,0.0,0.0
09/12/2008--09/07/2009,33.0,15.0,45.45454545454545,25.0,15.0,60.0,8.0,0.0,0.0
10/12/2008--10/07/2009,34.0,16.0,47.05882352941176,26.0,16.0,61.53846153846154,8.0,0.0,0.0
11/11/2008--11/06/2009,33.0,15.0,45.45454545454545,25.0,15.0,60.0,8.0,0.0,0.0
12/11/2008--12/06/2009,34.0,16.0,47.05882352941176,21.0,13.0,61.904761904761905,13.0,3.0,23.076923076923077
01/10/2009--01/05/2010,33.0,18.0,54.54545454545454,22.0,15.0,68.18181818181817,11.0,3.0,27.27272727272727
02/09/2009--02/04/2010,34.0,19.0,55.88235294117647,23.0,16.0,69.56521739130434,11.0,3.0,27.27272727272727
03/11/2009--03/06/2010,31.0,20.0,64.51612903225806,24.0,17.0,70.83333333333334,7.0,3.0,42.857142857142854
04/10/2009--04/05/2010,35.0,24.0,68.57142857142857,25.0,19.0,76.0,10.0,5.0,50.0
05/10/2009--05/05/2010,40.0,31.0,77.5,28.0,24.0,85.71428571428571,12.0,7.0,58.333333333333336
06/09/2009--06/04/2010,40.0,33.0,82.5,26.0,24.0,92.3076923076923,14.0,9.0,64.28571428571429
07/09/2009--07/04/2010,50.0,36.0,72.0,33.0,29.0,87.87878787878788,17.0,7.0,41.17647058823529
08/08/2009--08/03/2010,29.0,24.0,82.75862068965517,20.0,18.0,90.0,9.0,6.0,66.66666666666666
09/07/2009--09/02/2010,41.0,28.0,68.29268292682927,24.0,19.0,79.16666666666666,17.0,9.0,52.94117647058824
10/07/2009--10/02/2010,30.0,21.0,70.0,19.0,15.0,78.94736842105263,11.0,6.0,54.54545454545454
11/06/2009--11/01/2010,54.0,33.0,61.111111111111114,31.0,20.0,64.51612903225806,23.0,13.0,56.52173913043478
12/06/2009--12/01/2010,67.0,45.0,67.16417910447761,43.0,30.0,69.76744186046511,24.0,15.0,62.5
01/05/2010--12/31/2010,60.0,37.0,61.66666666666667,43.0,28.0,65.11627906976744,17.0,9.0,52.94117647058824
02/04/2010--01/30/2011,50.0,28.0,56.00000000000001,34.0,20.0,58.82352941176471,16.0,8.0,50.0
03/06/2010--03/01/2011,46.0,25.0,54.347826086956516,30.0,17.0,56.666666666666664,16.0,8.0,50.0
04/05/2010--03/31/2011,43.0,24.0,55.81395348837209,29.0,16.0,55.172413793103445,14.0,8.0,57.14285714285714
05/05/2010--04/30/2011,37.0,21.0,56.75675675675676,27.0,15.0,55.55555555555556,10.0,6.0,60.0
06/04/2010--05/30/2011,51.0,31.0,60.78431372549019,34.0,21.0,61.76470588235294,17.0,10.0,58.82352941176471
07/04/2010--06/29/2011,69.0,47.0,68.11594202898551,41.0,27.0,65.85365853658537,28.0,20.0,71.42857142857143
08/03/2010--07/29/2011,92.0,61.0,66.30434782608695,55.0,39.0,70.9090909090909,37.0,22.0,59.45945945945946
09/02/2010--08/28/2011,104.0,66.0,63.46153846153846,56.0,38.0,67.85714285714286,48.0,28.0,58.333333333333336
10/02/2010--09/27/2011,122.0,82.0,67.21311475409836,76.0,55.0,72.36842105263158,46.0,27.0,58.69565217391305
11/01/2010--10/27/2011,122.0,84.0,68.85245901639344,77.0,56.0,72.72727272727273,45.0,28.0,62.22222222222222
12/01/2010--11/26/2011,125.0,81.0,64.8,80.0,53.0,66.25,45.0,28.0,62.22222222222222
12/31/2010--12/26/2011,131.0,89.0,67.93893129770993,86.0,61.0,70.93023255813954,45.0,28.0,62.22222222222222
01/30/2011--01/25/2012,131.0,89.0,67.93893129770993,88.0,62.0,70.45454545454545,43.0,27.0,62.7906976744186
03/01/2011--02/24/2012,128.0,87.0,67.96875,88.0,61.0,69.31818181818183,40.0,26.0,65.0
03/31/2011--03/25/2012,127.0,89.0,70.07874015748031,83.0,59.0,71.08433734939759,44.0,30.0,68.18181818181817
04/30/2011--04/24/2012,122.0,85.0,69.67213114754098,84.0,57.0,67.85714285714286,38.0,28.0,73.68421052631578
05/30/2011--05/24/2012,107.0,74.0,69.1588785046729,73.0,47.0,64.38356164383562,34.0,27.0,79.41176470588235
06/29/2011--06/23/2012,129.0,91.0,70.54263565891473,94.0,62.0,65.95744680851064,35.0,29.0,82.85714285714286
07/29/2011--07/23/2012,118.0,78.0,66.10169491525424,90.0,55.0,61.111111111111114,28.0,23.0,82.14285714285714
08/28/2011--08/22/2012,118.0,79.0,66.94915254237289,90.0,55.0,61.111111111111114,28.0,24.0,85.71428571428571
09/27/2011--09/21/2012,111.0,75.0,67.56756756756756,81.0,51.0,62.96296296296296,30.0,24.0,80.0
10/27/2011--10/21/2012,116.0,76.0,65.51724137931035,86.0,52.0,60.46511627906976,30.0,24.0,80.0
11/26/2011--11/20/2012,113.0,73.0,64.60176991150442,87.0,53.0,60.91954022988506,26.0,20.0,76.92307692307693
12/26/2011--12/20/2012,119.0,79.0,66.38655462184873,91.0,58.0,63.73626373626373,28.0,21.0,75.0
01/25/2012--01/19/2013,99.0,61.0,61.61616161616161,78.0,46.0,58.97435897435898,21.0,15.0,71.42857142857143
02/24/2012--02/18/2013,98.0,60.0,61.224489795918366,79.0,49.0,62.0253164556962,19.0,11.0,57.89473684210527
03/25/2012--03/20/2013,83.0,46.0,55.42168674698795,60.0,33.0,55.00000000000001,23.0,13.0,56.52173913043478
04/24/2012--04/19/2013,70.0,44.0,62.857142857142854,54.0,32.0,59.25925925925925,16.0,12.0,75.0
05/24/2012--05/19/2013,81.0,41.0,50.617283950617285,56.0,28.0,50.0,25.0,13.0,52.0
06/23/2012--06/18/2013,74.0,39.0,52.702702702702695,50.0,26.0,52.0,24.0,13.0,54.166666666666664
07/23/2012--07/18/2013,108.0,70.0,64.81481481481481,63.0,39.0,61.904761904761905,45.0,31.0,68.88888888888889
08/22/2012--08/17/2013,110.0,75.0,68.18181818181817,62.0,44.0,70.96774193548387,48.0,31.0,64.58333333333334
09/21/2012--09/16/2013,110.0,77.0,70.0,63.0,46.0,73.01587301587301,47.0,31.0,65.95744680851064
10/21/2012--10/16/2013,104.0,75.0,72.11538461538461,61.0,47.0,77.04918032786885,43.0,28.0,65.11627906976744
11/20/2012--11/15/2013,107.0,79.0,73.83177570093457,61.0,48.0,78.68852459016394,46.0,31.0,67.3913043478261
12/20/2012--12/15/2013,101.0,79.0,78.21782178217822,57.0,47.0,82.45614035087719,44.0,32.0,72.72727272727273
01/19/2013--01/14/2014,109.0,81.0,74.31192660550458,62.0,50.0,80.64516129032258,47.0,31.0,65.95744680851064
02/18/2013--02/13/2014,125.0,94.0,75.2,69.0,57.0,82.6086956521739,56.0,37.0,66.07142857142857
03/20/2013--03/15/2014,120.0,90.0,75.0,69.0,58.0,84.05797101449275,51.0,32.0,62.745098039215684
04/19/2013--04/14/2014,143.0,108.0,75.52447552447552,78.0,59.0,75.64102564102564,65.0,49.0,75.38461538461539
05/19/2013--05/14/2014,149.0,113.0,75.83892617449665,84.0,64.0,76.19047619047619,65.0,49.0,75.38461538461539
06/18/2013--06/13/2014,200.0,157.0,78.5,132.0,106.0,80.3030303030303,68.0,51.0,75.0
07/18/2013--07/13/2014,206.0,157.0,76.2135922330097,137.0,108.0,78.83211678832117,69.0,49.0,71.01449275362319
08/17/2013--08/12/2014,218.0,158.0,72.47706422018348,144.0,105.0,72.91666666666666,74.0,53.0,71.62162162162163
09/16/2013--09/11/2014,224.0,164.0,73.21428571428571,155.0,114.0,73.54838709677419,69.0,50.0,72.46376811594203
10/16/2013--10/11/2014,218.0,159.0,72.93577981651376,146.0,107.0,73.28767123287672,72.0,52.0,72.22222222222221
11/15/2013--11/10/2014,230.0,168.0,73.04347826086956,147.0,102.0,69.38775510204081,83.0,66.0,79.51807228915662
12/15/2013--12/10/2014,244.0,173.0,70.90163934426229,159.0,108.0,67.9245283018868,85.0,65.0,76.47058823529412
01/14/2014--12/30/2014,246.0,172.0,69.91869918699187,164.0,113.0,68.90243902439023,82.0,59.0,71.95121951219512
02/13/2014--12/30/2014,225.0,152.0,67.55555555555556,150.0,100.0,66.66666666666666,75.0,52.0,69.33333333333334
03/15/2014--12/30/2014,204.0,137.0,67.15686274509804,139.0,91.0,65.46762589928058,65.0,46.0,70.76923076923077
04/14/2014--12/30/2014,179.0,120.0,67.0391061452514,127.0,86.0,67.71653543307087,52.0,34.0,65.38461538461539
05/14/2014--12/30/2014,146.0,99.0,67.8082191780822,99.0,70.0,70.70707070707071,47.0,29.0,61.702127659574465
06/13/2014--12/30/2014,122.0,81.0,66.39344262295081,77.0,54.0,70.12987012987013,45.0,27.0,60.0
07/13/2014--12/30/2014,95.0,62.0,65.26315789473685,61.0,41.0,67.21311475409836,34.0,21.0,61.76470588235294
08/12/2014--12/30/2014,78.0,55.0,70.51282051282051,46.0,35.0,76.08695652173914,32.0,20.0,62.5
09/11/2014--12/30/2014,67.0,47.0,70.1492537313433,45.0,34.0,75.55555555555556,22.0,13.0,59.09090909090909
10/11/2014--12/30/2014,46.0,33.0,71.73913043478261,31.0,24.0,77.41935483870968,15.0,9.0,60.0
11/10/2014--12/30/2014,31.0,20.0,64.51612903225806,21.0,15.0,71.42857142857143,10.0,5.0,50.0
12/10/2014--12/30/2014,8.0,7.0,87.5,7.0,7.0,100.0,1.0,0.0,0.0
