Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
08/18/2009--08/13/2010,33,9.0,5.0,55.55555555555556,7639.87,7.63987,9.304672519931374,6.0,4.0,66.66666666666666,3.0,1.0,33.33333333333333
09/17/2009--09/12/2010,34,9.0,4.0,44.44444444444444,-1507.1899999999998,-1.5071899999999998,4.53070792311298,5.0,3.0,60.0,4.0,1.0,25.0
10/17/2009--10/12/2010,35,10.0,6.0,60.0,9258.41,9.25841,6.576190909918934,7.0,5.0,71.42857142857143,3.0,1.0,33.33333333333333
11/16/2009--11/11/2010,36,11.0,7.0,63.63636363636363,10702.12,10.70212,9.374157000269772,8.0,6.0,75.0,3.0,1.0,33.33333333333333
12/16/2009--12/11/2010,37,11.0,6.0,54.54545454545454,9083.599999999999,9.083599999999999,11.621233859397426,8.0,5.0,62.5,3.0,1.0,33.33333333333333
01/15/2010--01/10/2011,38,10.0,5.0,50.0,9083.599999999999,9.083599999999999,11.738824357620558,8.0,5.0,62.5,2.0,0.0,0.0
02/14/2010--02/09/2011,39,10.0,5.0,50.0,8763.769999999999,8.76377,20.529433205759076,8.0,5.0,62.5,2.0,0.0,0.0
03/16/2010--03/11/2011,40,12.0,6.0,50.0,10143.839999999998,10.143839999999999,12.395842281590935,10.0,6.0,60.0,2.0,0.0,0.0
04/15/2010--04/10/2011,41,13.0,7.0,53.84615384615385,13188.929999999998,13.18893,9.539121114683821,10.0,6.0,60.0,3.0,1.0,33.33333333333333
05/15/2010--05/10/2011,42,15.0,9.0,60.0,18067.86,18.06786,19.236507240017552,13.0,8.0,61.53846153846154,2.0,1.0,50.0
06/14/2010--06/09/2011,43,16.0,9.0,56.25,16832.5,16.8325,18.163803888264894,13.0,8.0,61.53846153846154,3.0,1.0,33.33333333333333
07/14/2010--07/09/2011,44,14.0,8.0,57.14285714285714,12849.680000000002,12.849680000000003,22.570701589588797,11.0,7.0,63.63636363636363,3.0,1.0,33.33333333333333
08/13/2010--08/08/2011,45,13.0,8.0,61.53846153846154,15863.57,15.86357,3.646939340781094,11.0,7.0,63.63636363636363,2.0,1.0,50.0
09/12/2010--09/07/2011,46,14.0,7.0,50.0,14790.649999999996,14.790649999999998,6.7157558552164724,11.0,5.0,45.45454545454545,3.0,2.0,66.66666666666666
10/12/2010--10/07/2011,47,16.0,9.0,56.25,17858.31,17.858310000000003,-1.1110161524656108,12.0,6.0,50.0,4.0,3.0,75.0
11/11/2010--11/06/2011,48,18.0,11.0,61.111111111111114,23457.699999999997,23.4577,3.161918855592542,14.0,8.0,57.14285714285714,4.0,3.0,75.0
12/11/2010--12/06/2011,49,18.0,12.0,66.66666666666666,25628.669999999995,25.628669999999993,1.3648041104688526,14.0,9.0,64.28571428571429,4.0,3.0,75.0
01/10/2011--01/05/2012,50,17.0,12.0,70.58823529411765,26132.780000000002,26.13278,0.834777130256724,13.0,9.0,69.23076923076923,4.0,3.0,75.0
02/09/2011--02/04/2012,51,18.0,13.0,72.22222222222221,46353.98,46.35398000000001,1.7169555980615159,14.0,10.0,71.42857142857143,4.0,3.0,75.0
03/11/2011--03/05/2012,52,16.0,11.0,68.75,38585.86,38.58586,4.51696728829104,13.0,9.0,69.23076923076923,3.0,2.0,66.66666666666666
04/10/2011--04/04/2012,53,17.0,10.0,58.82352941176471,31453.2,31.453200000000002,5.586592178770953,14.0,8.0,57.14285714285714,3.0,2.0,66.66666666666666
05/10/2011--05/04/2012,54,16.0,9.0,56.25,29473.19,29.47319,0.8316773386325129,13.0,7.0,53.84615384615385,3.0,2.0,66.66666666666666
06/09/2011--06/03/2012,55,14.0,8.0,57.14285714285714,29020.499999999996,29.0205,-0.9582689335394197,12.0,6.0,50.0,2.0,2.0,100.0
07/09/2011--07/03/2012,56,15.0,7.0,46.666666666666664,29171.039999999997,29.171039999999998,4.123664469197551,13.0,6.0,46.15384615384615,2.0,1.0,50.0
08/08/2011--08/02/2012,57,19.0,9.0,47.368421052631575,24071.39,24.071389999999997,21.71744165330481,14.0,7.0,50.0,5.0,2.0,40.0
09/07/2011--09/01/2012,58,20.0,10.0,50.0,26805.879999999997,26.80588,17.349738132845612,15.0,8.0,53.333333333333336,5.0,2.0,40.0
10/07/2011--10/01/2012,59,19.0,9.0,47.368421052631575,20020.760000000006,20.020760000000006,24.74721285973555,14.0,8.0,57.14285714285714,5.0,1.0,20.0
11/06/2011--10/31/2012,60,18.0,7.0,38.88888888888889,14153.639999999998,14.153639999999998,11.9515285917947,10.0,4.0,40.0,8.0,3.0,37.5
12/06/2011--11/30/2012,61,19.0,8.0,42.10526315789473,19871.64,19.87164,12.589101853318546,10.0,4.0,40.0,9.0,4.0,44.44444444444444
01/05/2012--12/30/2012,62,18.0,7.0,38.88888888888889,3314.08,3.3140799999999997,9.364261168384887,9.0,3.0,33.33333333333333,9.0,4.0,44.44444444444444
02/04/2012--01/29/2013,63,19.0,7.0,36.84210526315789,391.4299999999994,0.3914299999999994,12.056526589810346,10.0,3.0,30.0,9.0,4.0,44.44444444444444
03/05/2012--02/28/2013,64,18.0,7.0,38.88888888888889,1996.9499999999994,1.9969499999999993,10.86654478976235,9.0,3.0,33.33333333333333,9.0,4.0,44.44444444444444
04/04/2012--03/30/2013,65,17.0,7.0,41.17647058823529,4827.329999999999,4.827329999999999,12.019162019162,8.0,3.0,37.5,9.0,4.0,44.44444444444444
05/04/2012--04/29/2013,66,18.0,8.0,44.44444444444444,17266.510000000002,17.26651,16.27737226277373,8.0,4.0,50.0,10.0,4.0,40.0
06/03/2012--05/29/2013,67,17.0,8.0,47.05882352941176,18506.92,18.506919999999997,28.977361436377834,8.0,4.0,50.0,9.0,4.0,44.44444444444444
07/03/2012--06/28/2013,68,18.0,8.0,44.44444444444444,13556.410000000003,13.556410000000005,16.74380694553604,7.0,3.0,42.857142857142854,11.0,5.0,45.45454545454545
08/02/2012--07/28/2013,69,17.0,8.0,47.05882352941176,14508.57,14.508569999999999,23.763173302107752,8.0,4.0,50.0,9.0,4.0,44.44444444444444
09/01/2012--08/27/2013,70,18.0,8.0,44.44444444444444,13837.590000000002,13.837590000000002,15.812238530809056,9.0,4.0,44.44444444444444,9.0,4.0,44.44444444444444
10/01/2012--09/26/2013,71,15.0,6.0,40.0,18698.13,18.698130000000003,17.55862690082788,10.0,5.0,50.0,5.0,1.0,20.0
10/31/2012--10/26/2013,72,14.0,6.0,42.857142857142854,12479.190000000004,12.479190000000004,24.47824548991864,10.0,5.0,50.0,4.0,1.0,25.0
11/30/2012--11/25/2013,73,15.0,7.0,46.666666666666664,15380.940000000004,15.380940000000004,27.06552706552706,11.0,6.0,54.54545454545454,4.0,1.0,25.0
12/30/2012--12/25/2013,74,15.0,7.0,46.666666666666664,15380.940000000004,15.380940000000004,28.45305807176463,11.0,6.0,54.54545454545454,4.0,1.0,25.0
01/29/2013--01/24/2014,75,15.0,6.0,40.0,10587.079999999998,10.587079999999998,18.737554759060128,10.0,5.0,50.0,5.0,1.0,20.0
02/28/2013--02/23/2014,76,16.0,6.0,37.5,8098.119999999998,8.098119999999998,21.29147153881668,10.0,5.0,50.0,6.0,1.0,16.666666666666664
03/30/2013--03/25/2014,77,15.0,5.0,33.33333333333333,-6481.87,-6.481869999999999,19.39122076257609,8.0,4.0,50.0,7.0,1.0,14.285714285714285
04/29/2013--04/24/2014,78,20.0,7.0,35.0,-7234.77,-7.23477,17.90960451977401,10.0,4.0,40.0,10.0,3.0,30.0
05/29/2013--05/24/2014,79,18.0,7.0,38.88888888888889,-6271.25,-6.27125,15.210022999636847,10.0,4.0,40.0,8.0,3.0,37.5
06/28/2013--06/23/2014,80,24.0,11.0,45.83333333333333,-1399.9499999999998,-1.3999499999999998,22.10447575115323,14.0,8.0,57.14285714285714,10.0,3.0,30.0
07/28/2013--07/23/2014,81,25.0,12.0,48.0,-2008.6699999999992,-2.008669999999999,17.82430749154753,15.0,9.0,60.0,10.0,3.0,30.0
08/27/2013--08/22/2014,82,24.0,13.0,54.166666666666664,-301.05000000000035,-0.3010500000000004,21.95555011326761,13.0,9.0,69.23076923076923,11.0,4.0,36.36363636363637
09/26/2013--09/21/2014,83,23.0,11.0,47.82608695652174,-2091.34,-2.09134,18.274500559844416,13.0,8.0,61.53846153846154,10.0,3.0,30.0
10/26/2013--10/21/2014,84,25.0,12.0,48.0,-3626.1299999999997,-3.62613,10.123134540089659,11.0,7.0,63.63636363636363,14.0,5.0,35.714285714285715
11/25/2013--11/20/2014,85,28.0,14.0,50.0,-139.70999999999958,-0.13970999999999958,13.812766428610981,14.0,9.0,64.28571428571429,14.0,5.0,35.714285714285715
12/25/2013--12/20/2014,86,31.0,13.0,41.935483870967744,-6022.630000000002,-6.022630000000002,12.327649506404516,15.0,8.0,53.333333333333336,16.0,5.0,31.25
