Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
06/24/2008--12/16/2009,19,10.0,3.0,30.0,2058.3999999999983,2.0583999999999985,-14.993520847625582,4.0,1.0,25.0,6.0,2.0,33.33333333333333
07/24/2008--01/15/2010,20,12.0,4.0,33.33333333333333,2438.5299999999984,2.4385299999999983,-9.457413751892283,4.0,1.0,25.0,8.0,3.0,37.5
08/23/2008--02/14/2010,21,11.0,4.0,36.36363636363637,-161.51000000000022,-0.1615100000000002,-14.909033629991331,4.0,1.0,25.0,7.0,3.0,42.857142857142854
09/22/2008--03/16/2010,22,13.0,5.0,38.46153846153847,6064.989999999999,6.064989999999999,-3.904573221066538,6.0,2.0,33.33333333333333,7.0,3.0,42.857142857142854
10/22/2008--04/15/2010,23,15.0,6.0,40.0,7324.870000000001,7.3248700000000015,33.94809497515186,8.0,3.0,37.5,7.0,3.0,42.857142857142854
11/21/2008--05/15/2010,24,13.0,7.0,53.84615384615385,11924.74,11.92474,43.2218309859155,6.0,4.0,66.66666666666666,7.0,3.0,42.857142857142854
12/21/2008--06/14/2010,25,9.0,5.0,55.55555555555556,5962.430000000001,5.962430000000001,25.785665058580285,5.0,3.0,60.0,4.0,2.0,50.0
01/20/2009--07/14/2010,26,10.0,4.0,40.0,8809.789999999999,8.80979,36.094079682263875,7.0,3.0,42.857142857142854,3.0,1.0,33.33333333333333
02/19/2009--08/13/2010,27,13.0,6.0,46.15384615384615,-2655.7999999999993,-2.6557999999999993,38.537496322635945,10.0,5.0,50.0,3.0,1.0,33.33333333333333
03/21/2009--09/12/2010,28,13.0,6.0,46.15384615384615,-2655.7999999999993,-2.6557999999999993,35.556906614786,10.0,5.0,50.0,3.0,1.0,33.33333333333333
04/20/2009--10/12/2010,29,13.0,6.0,46.15384615384615,-2655.7999999999993,-2.6557999999999993,40.2493107994726,10.0,5.0,50.0,3.0,1.0,33.33333333333333
05/20/2009--11/11/2010,30,15.0,7.0,46.666666666666664,-6142.99,-6.142989999999999,34.38846536294332,12.0,6.0,50.0,3.0,1.0,33.33333333333333
06/19/2009--12/11/2010,31,16.0,7.0,43.75,-5402.389999999999,-5.40239,35.245545415036936,13.0,6.0,46.15384615384615,3.0,1.0,33.33333333333333
07/19/2009--01/10/2011,32,18.0,7.0,38.88888888888889,-10141.719999999998,-10.141719999999998,33.47909724485184,14.0,6.0,42.857142857142854,4.0,1.0,25.0
08/18/2009--02/09/2011,33,23.0,8.0,34.78260869565217,-11178.019999999999,-11.178019999999998,33.48370168533656,19.0,7.0,36.84210526315789,4.0,1.0,25.0
09/17/2009--03/11/2011,34,23.0,10.0,43.47826086956522,-8233.829999999998,-8.233829999999998,22.681669010782933,19.0,9.0,47.368421052631575,4.0,1.0,25.0
10/17/2009--04/10/2011,35,23.0,10.0,43.47826086956522,-8233.829999999998,-8.233829999999998,21.012842699699434,19.0,9.0,47.368421052631575,4.0,1.0,25.0
11/16/2009--05/10/2011,36,25.0,11.0,44.0,-3252.6699999999983,-3.2526699999999984,22.17426490423524,21.0,10.0,47.61904761904761,4.0,1.0,25.0
12/16/2009--06/09/2011,37,27.0,12.0,44.44444444444444,-8189.439999999998,-8.189439999999998,16.03299856527978,23.0,11.0,47.82608695652174,4.0,1.0,25.0
01/15/2010--07/09/2011,38,25.0,11.0,44.0,-7500.8600000000015,-7.500860000000001,18.268215417106656,23.0,11.0,47.82608695652174,2.0,0.0,0.0
02/14/2010--08/08/2011,39,27.0,11.0,40.74074074074074,-17782.030000000002,-17.782030000000002,2.296336796063432,25.0,11.0,44.0,2.0,0.0,0.0
03/16/2010--09/07/2011,40,29.0,11.0,37.93103448275862,-23538.36,-23.53836,3.3330469890902927,26.0,10.0,38.46153846153847,3.0,1.0,33.33333333333333
04/15/2010--10/07/2011,41,29.0,12.0,41.37931034482759,-16633.52,-16.63352,-4.600544150383389,25.0,11.0,44.0,4.0,1.0,25.0
05/15/2010--11/06/2011,42,29.0,12.0,41.37931034482759,-16633.52,-16.63352,10.119350592365064,25.0,11.0,44.0,4.0,1.0,25.0
06/14/2010--12/06/2011,43,30.0,13.0,43.333333333333336,-14660.78,-14.66078,15.296459651718127,25.0,11.0,44.0,5.0,2.0,40.0
07/14/2010--01/05/2012,44,27.0,12.0,44.44444444444444,-22089.58,-22.08958,16.77048088936717,22.0,10.0,45.45454545454545,5.0,2.0,40.0
08/13/2010--02/04/2012,45,26.0,11.0,42.30769230769231,-19752.64,-19.75264,24.21752377435139,21.0,9.0,42.857142857142854,5.0,2.0,40.0
09/12/2010--03/05/2012,46,27.0,11.0,40.74074074074074,-25930.6,-25.9306,21.318310858765084,22.0,9.0,40.909090909090914,5.0,2.0,40.0
10/12/2010--04/04/2012,47,29.0,14.0,48.275862068965516,-17634.55,-17.634549999999997,19.528245449106922,24.0,12.0,50.0,5.0,2.0,40.0
11/11/2010--05/04/2012,48,30.0,14.0,46.666666666666664,-20504.59,-20.50459,12.632054918403416,24.0,12.0,50.0,6.0,2.0,33.33333333333333
12/11/2010--06/03/2012,49,28.0,13.0,46.42857142857143,-20473.199999999997,-20.4732,2.8901734104046195,21.0,11.0,52.38095238095239,7.0,2.0,28.57142857142857
01/10/2011--07/03/2012,50,27.0,13.0,48.148148148148145,-17672.509999999995,-17.672509999999996,8.215467002677588,20.0,10.0,50.0,7.0,3.0,42.857142857142854
02/09/2011--08/02/2012,51,28.0,12.0,42.857142857142854,-29697.399999999998,-29.697399999999995,3.3046292026098185,18.0,8.0,44.44444444444444,10.0,4.0,40.0
03/11/2011--09/01/2012,52,26.0,12.0,46.15384615384615,-20982.6,-20.982599999999998,7.887496178538668,17.0,9.0,52.94117647058824,9.0,3.0,33.33333333333333
04/10/2011--10/01/2012,53,22.0,10.0,45.45454545454545,-20970.079999999998,-20.97008,8.97252000603955,13.0,7.0,53.84615384615385,9.0,3.0,33.33333333333333
05/10/2011--10/31/2012,54,22.0,11.0,50.0,-18224.260000000002,-18.224260000000005,4.033267093545293,14.0,8.0,57.14285714285714,8.0,3.0,37.5
06/09/2011--11/30/2012,55,23.0,11.0,47.82608695652174,-4883.320000000002,-4.883320000000002,9.857032457496132,14.0,8.0,57.14285714285714,9.0,3.0,33.33333333333333
07/09/2011--12/30/2012,56,20.0,9.0,45.0,-21209.440000000002,-21.20944,6.107448662574829,13.0,7.0,53.84615384615385,7.0,2.0,28.57142857142857
08/08/2011--01/29/2013,57,20.0,10.0,50.0,22050.68,22.05068,34.20630678781399,12.0,8.0,66.66666666666666,8.0,2.0,25.0
09/07/2011--02/28/2013,58,16.0,8.0,50.0,13140.819999999998,13.140819999999998,26.037077063762577,9.0,6.0,66.66666666666666,7.0,2.0,28.57142857142857
10/07/2011--03/30/2013,59,14.0,7.0,50.0,-11102.21,-11.102209999999998,35.39884193241725,8.0,5.0,62.5,6.0,2.0,33.33333333333333
11/06/2011--04/29/2013,60,34.0,14.0,41.17647058823529,-13458.419999999998,-13.458419999999998,26.16822429906542,21.0,11.0,52.38095238095239,13.0,3.0,23.076923076923077
12/06/2011--05/29/2013,61,37.0,16.0,43.24324324324324,-17614.97,-17.614970000000003,30.85696182480595,25.0,14.0,56.00000000000001,12.0,2.0,16.666666666666664
01/05/2012--06/28/2013,62,41.0,19.0,46.34146341463415,2376.050000000003,2.376050000000003,25.28897219618869,24.0,14.0,58.333333333333336,17.0,5.0,29.411764705882355
02/04/2012--07/28/2013,63,40.0,18.0,45.0,-2996.489999999999,-2.9964899999999988,25.779100037188567,23.0,13.0,56.52173913043478,17.0,5.0,29.411764705882355
03/05/2012--08/27/2013,64,40.0,18.0,45.0,15269.91,15.269910000000001,19.436928702010977,23.0,13.0,56.52173913043478,17.0,5.0,29.411764705882355
04/04/2012--09/26/2013,65,38.0,17.0,44.73684210526316,8622.769999999999,8.62277,21.328471328471316,22.0,12.0,54.54545454545454,16.0,5.0,31.25
05/04/2012--10/26/2013,66,39.0,15.0,38.46153846153847,7019.499999999999,7.019499999999999,28.43065693430656,22.0,11.0,50.0,17.0,4.0,23.52941176470588
06/03/2012--11/25/2013,67,40.0,16.0,40.0,6431.82,6.431819999999999,41.00702576112412,23.0,12.0,52.17391304347826,17.0,4.0,23.52941176470588
07/03/2012--12/25/2013,68,39.0,17.0,43.58974358974359,9061.18,9.06118,33.12520012808197,24.0,13.0,54.166666666666664,15.0,4.0,26.666666666666668
08/02/2012--01/24/2014,69,35.0,15.0,42.857142857142854,14429.609999999999,14.429609999999998,30.920667447306794,21.0,11.0,52.38095238095239,14.0,4.0,28.57142857142857
09/01/2012--02/23/2014,70,34.0,13.0,38.23529411764706,424.9899999999989,0.42498999999999887,30.39069701481953,19.0,9.0,47.368421052631575,15.0,4.0,26.666666666666668
10/01/2012--03/25/2014,71,33.0,14.0,42.42424242424242,4016.010000000003,4.016010000000003,29.07270774879629,18.0,9.0,50.0,15.0,5.0,33.33333333333333
10/31/2012--04/24/2014,72,35.0,15.0,42.857142857142854,14138.270000000004,14.138270000000002,32.882914750619044,20.0,10.0,50.0,15.0,5.0,33.33333333333333
11/30/2012--05/24/2014,73,38.0,15.0,39.473684210526315,707.1800000000037,0.7071800000000037,33.9031339031339,23.0,10.0,43.47826086956522,15.0,5.0,33.33333333333333
12/30/2012--06/23/2014,74,53.0,26.0,49.056603773584904,27752.980000000014,27.752980000000015,37.54652060950776,32.0,19.0,59.375,21.0,7.0,33.33333333333333
01/29/2013--07/23/2014,75,53.0,26.0,49.056603773584904,30848.710000000003,30.84871,31.846541882384173,32.0,19.0,59.375,21.0,7.0,33.33333333333333
02/28/2013--08/22/2014,76,51.0,27.0,52.94117647058824,15395.029999999995,15.395029999999995,31.3831541455049,31.0,20.0,64.51612903225806,20.0,7.0,35.0
03/30/2013--09/21/2014,77,47.0,24.0,51.06382978723404,32418.140000000014,32.418140000000015,28.612624158923406,27.0,18.0,66.66666666666666,20.0,6.0,30.0
04/29/2013--10/21/2014,78,46.0,23.0,50.0,29063.970000000012,29.063970000000012,21.82674199623351,25.0,16.0,64.0,21.0,7.0,33.33333333333333
05/29/2013--11/20/2014,79,41.0,20.0,48.78048780487805,41270.65,41.27065,24.428035346810322,25.0,16.0,64.0,16.0,4.0,25.0
06/28/2013--12/20/2014,80,43.0,20.0,46.51162790697674,22549.26,22.54926,28.737065203839933,26.0,16.0,61.53846153846154,17.0,4.0,23.52941176470588
