Period,# of trades,winning trades,Simulated PorL,PorL,winning percent,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
05/05/2010--01/30/2011,9.0,8.0,582.3,524.89,88.88888888888889,7.0,7.0,100.0,2.0,1.0,50.0
06/04/2010--03/01/2011,14.0,13.0,2519.98,13056.299999999997,92.85714285714286,12.0,12.0,100.0,2.0,1.0,50.0
07/04/2010--03/31/2011,13.0,12.0,2037.0500000000002,17478.410000000003,92.3076923076923,12.0,12.0,100.0,1.0,0.0,0.0
08/03/2010--04/30/2011,7.0,6.0,300.00000000000006,939.17,85.71428571428571,6.0,6.0,100.0,1.0,0.0,0.0
09/02/2010--05/30/2011,3.0,2.0,7.370000000000001,2.66,66.66666666666666,2.0,2.0,100.0,1.0,0.0,0.0
10/02/2010--06/29/2011,14.0,10.0,3349.78,672.2199999999998,71.42857142857143,11.0,10.0,90.9090909090909,3.0,0.0,0.0
11/01/2010--07/29/2011,13.0,9.0,18194.56,19663.43,69.23076923076923,10.0,9.0,90.0,3.0,0.0,0.0
12/01/2010--08/28/2011,7.0,4.0,-8.360000000000001,-9.450000000000001,57.14285714285714,5.0,4.0,80.0,2.0,0.0,0.0
12/31/2010--09/27/2011,11.0,8.0,997.87,36379.88,72.72727272727273,9.0,8.0,88.88888888888889,2.0,0.0,0.0
01/30/2011--10/27/2011,11.0,8.0,997.39,35193.549999999996,72.72727272727273,9.0,8.0,88.88888888888889,2.0,0.0,0.0
03/01/2011--11/26/2011,7.0,4.0,-270.1899999999999,-393.4899999999998,57.14285714285714,5.0,4.0,80.0,2.0,0.0,0.0
03/31/2011--12/26/2011,6.0,3.0,-442.6899999999999,-128.59999999999997,50.0,4.0,3.0,75.0,2.0,0.0,0.0
04/30/2011--01/25/2012,9.0,6.0,460.91,1373.08,66.66666666666666,7.0,6.0,85.71428571428571,2.0,0.0,0.0
05/30/2011--02/24/2012,7.0,6.0,1279.19,21921.25,85.71428571428571,6.0,6.0,100.0,1.0,0.0,0.0
06/29/2011--03/25/2012,6.0,5.0,194.58999999999995,202.69999999999993,83.33333333333334,5.0,5.0,100.0,1.0,0.0,0.0
07/29/2011--04/24/2012,10.0,8.0,997.49,27661.01,80.0,8.0,7.0,87.5,2.0,1.0,50.0
08/28/2011--05/24/2012,11.0,8.0,994.37,24648.149999999998,72.72727272727273,8.0,7.0,87.5,3.0,1.0,33.33333333333333
09/27/2011--06/23/2012,9.0,6.0,-91.5,210.5299999999998,66.66666666666666,6.0,5.0,83.33333333333334,3.0,1.0,33.33333333333333
10/27/2011--07/23/2012,8.0,6.0,-72.14999999999998,312.67999999999984,75.0,6.0,5.0,83.33333333333334,2.0,1.0,50.0
11/26/2011--08/22/2012,12.0,10.0,797.1100000000001,7323.03,83.33333333333334,9.0,8.0,88.88888888888889,3.0,2.0,66.66666666666666
12/26/2011--09/21/2012,14.0,11.0,698.86,13642.51,78.57142857142857,10.0,9.0,90.0,4.0,2.0,50.0
01/25/2012--10/21/2012,8.0,5.0,-272.99000000000007,-917.48,62.5,4.0,3.0,75.0,4.0,2.0,50.0
02/24/2012--11/20/2012,12.0,8.0,355.7300000000001,-1316.6899999999996,66.66666666666666,8.0,6.0,75.0,4.0,2.0,50.0
03/25/2012--12/20/2012,11.0,8.0,721.33,-2180.1099999999997,72.72727272727273,7.0,6.0,85.71428571428571,4.0,2.0,50.0
04/24/2012--01/19/2013,4.0,2.0,-130.56,216.05,50.0,2.0,1.0,50.0,2.0,1.0,50.0
05/24/2012--02/18/2013,5.0,3.0,-115.12,72.27999999999999,60.0,3.0,2.0,66.66666666666666,2.0,1.0,50.0
06/23/2012--03/20/2013,8.0,6.0,664.0099999999999,-6298.32,75.0,6.0,5.0,83.33333333333334,2.0,1.0,50.0
07/23/2012--04/19/2013,8.0,6.0,616.2399999999999,-24276.48,75.0,6.0,5.0,83.33333333333334,2.0,1.0,50.0
08/22/2012--05/19/2013,7.0,4.0,-835.8699999999999,-1086.95,57.14285714285714,6.0,4.0,66.66666666666666,1.0,0.0,0.0
09/21/2012--06/18/2013,15.0,12.0,1491.3999999999999,5754.75,80.0,12.0,9.0,75.0,3.0,3.0,100.0
10/21/2012--07/18/2013,16.0,14.0,2496.47,8062.67,87.5,13.0,11.0,84.61538461538461,3.0,3.0,100.0
11/20/2012--08/17/2013,13.0,11.0,97.37999999999998,-164.13999999999996,84.61538461538461,10.0,8.0,80.0,3.0,3.0,100.0
12/20/2012--09/16/2013,14.0,12.0,144.5,-23.50000000000003,85.71428571428571,11.0,9.0,81.81818181818183,3.0,3.0,100.0
01/19/2013--10/16/2013,18.0,16.0,2077.0,10409.58,88.88888888888889,14.0,12.0,85.71428571428571,4.0,4.0,100.0
02/18/2013--11/15/2013,21.0,19.0,5134.969999999999,17775.879999999997,90.47619047619048,17.0,15.0,88.23529411764706,4.0,4.0,100.0
03/20/2013--12/15/2013,18.0,16.0,165.68,73.88000000000005,88.88888888888889,14.0,12.0,85.71428571428571,4.0,4.0,100.0
04/19/2013--01/14/2014,22.0,20.0,7464.95,22645.73,90.9090909090909,18.0,16.0,88.88888888888889,4.0,4.0,100.0
05/19/2013--02/13/2014,14.0,13.0,900.14,4884.69,92.85714285714286,12.0,11.0,91.66666666666666,2.0,2.0,100.0
06/18/2013--03/15/2014,11.0,10.0,585.1000000000001,3053.4999999999995,90.9090909090909,10.0,9.0,90.0,1.0,1.0,100.0
07/18/2013--04/14/2014,11.0,10.0,545.0799999999999,1987.5500000000004,90.9090909090909,9.0,8.0,88.88888888888889,2.0,2.0,100.0
08/17/2013--05/14/2014,12.0,9.0,-171.8099999999999,1837.1299999999997,75.0,10.0,7.0,70.0,2.0,2.0,100.0
09/16/2013--06/13/2014,14.0,8.0,-827.1,619.6699999999997,57.14285714285714,13.0,8.0,61.53846153846154,1.0,0.0,0.0
10/16/2013--07/13/2014,13.0,7.0,-976.99,-201.0100000000001,53.84615384615385,12.0,7.0,58.333333333333336,1.0,0.0,0.0
11/15/2013--08/12/2014,15.0,9.0,-942.9300000000003,-711.2699999999999,60.0,13.0,8.0,61.53846153846154,2.0,1.0,50.0
12/15/2013--09/11/2014,17.0,10.0,-976.9900000000002,-516.6999999999999,58.82352941176471,15.0,9.0,60.0,2.0,1.0,50.0
01/14/2014--10/11/2014,16.0,9.0,-1065.5300000000002,-606.1100000000001,56.25,14.0,8.0,57.14285714285714,2.0,1.0,50.0
02/13/2014--11/10/2014,16.0,10.0,-639.6899999999999,123.67000000000019,62.5,14.0,9.0,64.28571428571429,2.0,1.0,50.0
03/15/2014--12/10/2014,20.0,13.0,-752.5999999999998,438.02000000000027,65.0,18.0,12.0,66.66666666666666,2.0,1.0,50.0
04/14/2014--12/30/2014,21.0,15.0,-424.49,4.509999999999991,71.42857142857143,19.0,13.0,68.42105263157895,2.0,2.0,100.0
05/14/2014--12/30/2014,18.0,15.0,520.54,970.2,83.33333333333334,16.0,13.0,81.25,2.0,2.0,100.0
06/13/2014--12/30/2014,14.0,12.0,466.7300000000001,783.7700000000001,85.71428571428571,12.0,10.0,83.33333333333334,2.0,2.0,100.0
07/13/2014--12/30/2014,11.0,9.0,272.47,287.87999999999994,81.81818181818183,9.0,7.0,77.77777777777779,2.0,2.0,100.0
08/12/2014--12/30/2014,11.0,9.0,272.47,287.87999999999994,81.81818181818183,9.0,7.0,77.77777777777779,2.0,2.0,100.0
09/11/2014--12/30/2014,7.0,6.0,167.21999999999997,-139.38000000000005,85.71428571428571,6.0,5.0,83.33333333333334,1.0,1.0,100.0
10/11/2014--12/30/2014,7.0,6.0,161.21999999999997,-907.07,85.71428571428571,6.0,5.0,83.33333333333334,1.0,1.0,100.0
11/10/2014--12/30/2014,3.0,2.0,-172.91000000000003,-1004.9699999999999,66.66666666666666,2.0,1.0,50.0,1.0,1.0,100.0
12/10/2014--12/30/2014,2.0,2.0,181.64,-650.42,100.0,1.0,1.0,100.0,1.0,1.0,100.0
