Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,Strategy vs Market,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
03-16-2010--03-11-2011,40,58,37,63.7931034483,44480.58,44.48058,12.3958422816,1,40,27,67.5,18,10,55.5555555556
04-15-2010--04-10-2011,41,58,36,62.0689655172,44748.94,44.74894,9.5391211147,1,40,26,65,18,10,55.5555555556
05-15-2010--05-10-2011,42,58,34,58.6206896552,41138.86,41.13886,19.23650724,1,43,26,60.4651162791,15,8,53.3333333333
06-14-2010--06-09-2011,43,61,34,55.737704918,48223.72,48.22372,18.1638038883,1,44,25,56.8181818182,17,9,52.9411764706
07-14-2010--07-09-2011,44,57,34,59.649122807,15717.93,15.71793,22.5707015896,0,41,26,63.4146341463,16,8,50
08-13-2010--08-08-2011,45,59,33,55.9322033898,63341.17,63.34117,3.6469393408,1,36,21,58.3333333333,23,12,52.1739130435
09-12-2010--09-07-2011,46,58,29,50,35991.22,35.99122,6.7157558552,1,38,19,50,20,10,50
10-12-2010--10-07-2011,47,66,31,46.9696969697,40947.45,40.94745,-1.1110161525,1,38,19,50,28,12,42.8571428571
11-11-2010--11-06-2011,48,72,33,45.8333333333,34417.87,34.41787,3.1619188556,1,43,21,48.8372093023,29,12,41.3793103448
12-11-2010--12-06-2011,49,78,40,51.2820512821,53946.63,53.94663,1.3648041105,1,46,24,52.1739130435,32,16,50
01-10-2011--01-05-2012,50,79,41,51.8987341772,57359.96,57.35996,0.8347771303,1,48,25,52.0833333333,31,16,51.6129032258
02-09-2011--02-04-2012,51,76,41,53.9473684211,45390.59,45.39059,1.7169555981,1,45,25,55.5555555556,31,16,51.6129032258
03-11-2011--03-05-2012,52,74,41,55.4054054054,66659.36,66.65936,4.5169672883,1,48,27,56.25,26,14,53.8461538462
04-10-2011--04-04-2012,53,72,39,54.1666666667,57838.77,57.83877,5.5865921788,1,47,25,53.1914893617,25,14,56
05-10-2011--05-04-2012,54,78,46,58.9743589744,95330.87,95.33087,0.8316773386,1,45,27,60,33,19,57.5757575758
06-09-2011--06-03-2012,55,75,44,58.6666666667,77011.07,77.01107,-0.9582689335,1,43,25,58.1395348837,32,19,59.375
07-09-2011--07-03-2012,56,76,43,56.5789473684,73923.81,73.92381,4.1236644692,1,45,24,53.3333333333,31,19,61.2903225806
08-08-2011--08-02-2012,57,78,44,56.4102564103,34323.4,34.3234,21.7174416533,1,49,29,59.1836734694,29,15,51.724137931
09-07-2011--09-01-2012,58,79,45,56.9620253165,37807.63,37.80763,17.3497381328,1,49,30,61.2244897959,30,15,50
10-07-2011--10-01-2012,59,73,44,60.2739726027,53669.76,53.66976,24.7472128597,1,48,28,58.3333333333,25,16,64
11-06-2011--10-31-2012,60,72,41,56.9444444444,39628.23,39.62823,11.9515285918,1,41,24,58.5365853659,31,17,54.8387096774
12-06-2011--11-30-2012,61,69,37,53.6231884058,36151.98,36.15198,12.5891018533,1,38,23,60.5263157895,31,14,45.1612903226
01-05-2012--12-30-2012,62,71,38,53.5211267606,45550.27,45.55027,9.3642611684,1,39,24,61.5384615385,32,14,43.75
02-04-2012--01-29-2013,63,70,35,50,44789.32,44.78932,12.0565265898,1,37,21,56.7567567568,33,14,42.4242424242
03-05-2012--02-28-2013,64,70,36,51.4285714286,26981.07,26.98107,10.8665447898,1,36,21,58.3333333333,34,15,44.1176470588
04-04-2012--03-30-2013,65,74,39,52.7027027027,41819.66,41.81966,12.0191620192,1,40,24,60,34,15,44.1176470588
05-04-2012--04-29-2013,66,76,40,52.6315789474,29083.95,29.08395,16.2773722628,1,44,28,63.6363636364,32,12,37.5
06-03-2012--05-29-2013,67,75,39,52,24413.4,24.4134,28.9773614364,0,46,29,63.0434782609,29,10,34.4827586207
07-03-2012--06-28-2013,68,75,40,53.3333333333,15221.46,15.22146,16.7438069455,0,42,27,64.2857142857,33,13,39.3939393939
08-02-2012--07-28-2013,69,68,36,52.9411764706,37488.56,37.48856,23.7631733021,1,40,24,60,28,12,42.8571428571
09-01-2012--08-27-2013,70,63,33,52.380952381,12939.78,12.93978,15.8122385308,0,35,21,60,28,12,42.8571428571
10-01-2012--09-26-2013,71,64,33,51.5625,17582.67,17.58267,17.5586269008,1,38,22,57.8947368421,26,11,42.3076923077
10-31-2012--10-26-2013,72,64,34,53.125,32264.45,32.26445,24.4782454899,1,39,24,61.5384615385,25,10,40
11-30-2012--11-25-2013,73,61,31,50.8196721311,19752.95,19.75295,27.0655270655,0,41,23,56.0975609756,20,8,40
12-30-2012--12-25-2013,74,58,29,50,-1624.86,-1.62486,28.4530580718,0,39,21,53.8461538462,19,8,42.1052631579
01-29-2013--01-24-2014,75,62,30,48.3870967742,-3925.81,-3.92581,18.7375547591,0,40,20,50,22,10,45.4545454545
02-28-2013--02-23-2014,76,60,29,48.3333333333,-24804.81,-24.80481,21.2914715388,0,39,21,53.8461538462,21,8,38.0952380952
03-30-2013--03-25-2014,77,62,30,48.3870967742,-11697.98,-11.69798,19.3912207626,0,34,18,52.9411764706,28,12,42.8571428571
04-29-2013--04-24-2014,78,58,26,44.8275862069,-9570.93,-9.57093,17.9096045198,0,33,15,45.4545454545,25,11,44
05-29-2013--05-24-2014,79,66,32,48.4848484848,-12011.15,-12.01115,15.2100229996,0,37,19,51.3513513514,29,13,44.8275862069
06-28-2013--06-23-2014,80,60,28,46.6666666667,-12594.67,-12.59467,22.1044757512,0,38,20,52.6315789474,22,8,36.3636363636
07-28-2013--07-23-2014,81,63,30,47.619047619,-8023.65,-8.02365,17.8243074915,0,40,22,55,23,8,34.7826086957
08-27-2013--08-22-2014,82,67,33,49.2537313433,-3862.47,-3.86247,21.9555501133,0,42,23,54.7619047619,25,10,40
09-26-2013--09-21-2014,83,68,31,45.5882352941,-17723.59,-17.72359,18.2745005598,0,40,22,55,28,9,32.1428571429
10-26-2013--10-21-2014,84,65,31,47.6923076923,-8479.38,-8.47938,10.1231345401,0,38,21,55.2631578947,27,10,37.037037037
11-25-2013--11-20-2014,85,65,33,50.7692307692,16723.04,16.72304,13.8127664286,1,39,25,64.1025641026,26,8,30.7692307692
12-25-2013--12-20-2014,86,69,32,46.3768115942,1188.4,1.1884,12.3276495064,0,38,23,60.5263157895,31,9,29.0322580645
,,,,,,,,,,,,,,
,,,,,,66.2790697674,,65.1162790698,,,,,,
