Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
03/21/2009--03/16/2010,28,22.0,9.0,40.909090909090914,-7193.440000000002,-7.1934400000000025,41.54912451361868,14.0,8.0,57.14285714285714,8.0,1.0,12.5
04/20/2009--04/15/2010,29,22.0,8.0,36.36363636363637,5854.940000000003,5.854940000000003,45.379359942466735,14.0,7.0,50.0,8.0,1.0,12.5
05/20/2009--05/15/2010,30,22.0,7.0,31.818181818181817,-19702.679999999993,-19.70267999999999,25.831399845320952,15.0,6.0,40.0,7.0,1.0,14.285714285714285
06/19/2009--06/14/2010,31,18.0,8.0,44.44444444444444,-12696.81,-12.69681,18.979791395045627,13.0,6.0,46.15384615384615,5.0,2.0,40.0
07/19/2009--07/14/2010,32,24.0,11.0,45.83333333333333,25395.239999999998,25.395239999999998,15.263163427273966,16.0,7.0,43.75,8.0,4.0,50.0
08/18/2009--08/13/2010,33,29.0,12.0,41.37931034482759,4946.37,4.94637,9.304672519931374,21.0,8.0,38.095238095238095,8.0,4.0,50.0
09/17/2009--09/12/2010,34,27.0,8.0,29.629629629629626,-25995.92,-25.99592,4.53070792311298,18.0,4.0,22.22222222222222,9.0,4.0,44.44444444444444
10/17/2009--10/12/2010,35,28.0,9.0,32.142857142857146,-7709.119999999999,-7.709119999999999,6.576190909918934,19.0,5.0,26.31578947368421,9.0,4.0,44.44444444444444
11/16/2009--11/11/2010,36,33.0,12.0,36.36363636363637,-9083.869999999999,-9.08387,9.374157000269772,24.0,8.0,33.33333333333333,9.0,4.0,44.44444444444444
12/16/2009--12/11/2010,37,30.0,9.0,30.0,-27808.269999999997,-27.808269999999997,11.621233859397426,22.0,5.0,22.727272727272727,8.0,4.0,50.0
01/15/2010--01/10/2011,38,17.0,3.0,17.647058823529413,-1318.7699999999998,-1.3187699999999998,11.738824357620558,13.0,3.0,23.076923076923077,4.0,0.0,0.0
02/14/2010--02/09/2011,39,35.0,11.0,31.428571428571427,603.6599999999996,0.6036599999999996,20.529433205759076,28.0,8.0,28.57142857142857,7.0,3.0,42.857142857142854
03/16/2010--03/11/2011,40,38.0,8.0,21.052631578947366,-9955.730000000025,-9.955730000000026,12.395842281590935,30.0,5.0,16.666666666666664,8.0,3.0,37.5
04/15/2010--04/10/2011,41,30.0,4.0,13.333333333333334,-34161.05,-34.16105,9.539121114683821,25.0,4.0,16.0,5.0,0.0,0.0
05/15/2010--05/10/2011,42,36.0,7.0,19.444444444444446,-40020.38999999999,-40.02038999999999,19.236507240017552,29.0,6.0,20.689655172413794,7.0,1.0,14.285714285714285
06/14/2010--06/09/2011,43,38.0,8.0,21.052631578947366,-2526.669999999999,-2.5266699999999993,18.163803888264894,30.0,6.0,20.0,8.0,2.0,25.0
07/14/2010--07/09/2011,44,32.0,6.0,18.75,-16493.119999999995,-16.493119999999994,22.570701589588797,25.0,5.0,20.0,7.0,1.0,14.285714285714285
08/13/2010--08/08/2011,45,32.0,6.0,18.75,-14496.070000000003,-14.496070000000003,3.646939340781094,26.0,5.0,19.230769230769234,6.0,1.0,16.666666666666664
09/12/2010--09/07/2011,46,37.0,8.0,21.62162162162162,-15329.849999999999,-15.329849999999997,6.7157558552164724,30.0,6.0,20.0,7.0,2.0,28.57142857142857
10/12/2010--10/07/2011,47,36.0,8.0,22.22222222222222,-16352.11,-16.35211,-1.1110161524656108,28.0,6.0,21.428571428571427,8.0,2.0,25.0
11/11/2010--11/06/2011,48,34.0,8.0,23.52941176470588,-13772.63,-13.77263,3.161918855592542,26.0,6.0,23.076923076923077,8.0,2.0,25.0
12/11/2010--12/06/2011,49,35.0,7.0,20.0,-17979.62,-17.97962,1.3648041104688526,27.0,5.0,18.51851851851852,8.0,2.0,25.0
01/10/2011--01/05/2012,50,33.0,6.0,18.181818181818183,-19662.06,-19.66206,0.834777130256724,26.0,4.0,15.384615384615385,7.0,2.0,28.57142857142857
02/09/2011--02/04/2012,51,30.0,5.0,16.666666666666664,-28270.79,-28.27079,1.7169555980615159,24.0,3.0,12.5,6.0,2.0,33.33333333333333
03/11/2011--03/05/2012,52,29.0,5.0,17.24137931034483,-28229.289999999997,-28.229289999999995,4.51696728829104,24.0,3.0,12.5,5.0,2.0,40.0
04/10/2011--04/04/2012,53,28.0,5.0,17.857142857142858,-20504.099999999995,-20.504099999999994,5.586592178770953,24.0,4.0,16.666666666666664,4.0,1.0,25.0
05/10/2011--05/04/2012,54,26.0,6.0,23.076923076923077,-27317.11,-27.31711,0.8316773386325129,23.0,4.0,17.391304347826086,3.0,2.0,66.66666666666666
06/09/2011--06/03/2012,55,25.0,6.0,24.0,-24501.05,-24.50105,-0.9582689335394197,22.0,4.0,18.181818181818183,3.0,2.0,66.66666666666666
07/09/2011--07/03/2012,56,25.0,6.0,24.0,-20373.87,-20.37387,4.123664469197551,20.0,4.0,20.0,5.0,2.0,40.0
08/08/2011--08/02/2012,57,39.0,6.0,15.384615384615385,-31186.980000000003,-31.186980000000002,21.71744165330481,30.0,4.0,13.333333333333334,9.0,2.0,22.22222222222222
09/07/2011--09/01/2012,58,34.0,6.0,17.647058823529413,-25225.920000000002,-25.225920000000002,17.349738132845612,25.0,4.0,16.0,9.0,2.0,22.22222222222222
10/07/2011--10/01/2012,59,38.0,8.0,21.052631578947366,-23467.940000000002,-23.467940000000002,24.74721285973555,28.0,6.0,21.428571428571427,10.0,2.0,20.0
11/06/2011--10/31/2012,60,35.0,8.0,22.857142857142858,-19472.729999999996,-19.472729999999995,11.9515285917947,24.0,5.0,20.833333333333336,11.0,3.0,27.27272727272727
12/06/2011--11/30/2012,61,40.0,11.0,27.500000000000004,-11037.389999999994,-11.037389999999995,12.589101853318546,26.0,7.0,26.923076923076923,14.0,4.0,28.57142857142857
01/05/2012--12/30/2012,62,36.0,9.0,25.0,-17853.550000000003,-17.853550000000006,9.364261168384887,23.0,6.0,26.08695652173913,13.0,3.0,23.076923076923077
02/04/2012--01/29/2013,63,38.0,13.0,34.21052631578947,10530.800000000005,10.530800000000005,12.056526589810346,24.0,9.0,37.5,14.0,4.0,28.57142857142857
03/05/2012--02/28/2013,64,37.0,14.0,37.83783783783784,12180.54,12.18054,10.86654478976235,23.0,10.0,43.47826086956522,14.0,4.0,28.57142857142857
04/04/2012--03/30/2013,65,30.0,9.0,30.0,-721.3899999999987,-0.7213899999999988,12.019162019162,17.0,6.0,35.294117647058826,13.0,3.0,23.076923076923077
05/04/2012--04/29/2013,66,40.0,11.0,27.500000000000004,-4552.830000000001,-4.552830000000001,16.27737226277373,26.0,8.0,30.76923076923077,14.0,3.0,21.428571428571427
06/03/2012--05/29/2013,67,43.0,12.0,27.906976744186046,-6864.400000000005,-6.864400000000005,28.977361436377834,30.0,11.0,36.666666666666664,13.0,1.0,7.6923076923076925
07/03/2012--06/28/2013,68,46.0,16.0,34.78260869565217,4126.100000000002,4.126100000000002,16.74380694553604,29.0,11.0,37.93103448275862,17.0,5.0,29.411764705882355
08/02/2012--07/28/2013,69,33.0,14.0,42.42424242424242,11639.749999999995,11.639749999999994,23.763173302107752,20.0,9.0,45.0,13.0,5.0,38.46153846153847
09/01/2012--08/27/2013,70,33.0,14.0,42.42424242424242,6977.270000000001,6.977270000000001,15.812238530809056,21.0,9.0,42.857142857142854,12.0,5.0,41.66666666666667
10/01/2012--09/26/2013,71,33.0,14.0,42.42424242424242,5996.109999999998,5.996109999999997,17.55862690082788,22.0,10.0,45.45454545454545,11.0,4.0,36.36363636363637
10/31/2012--10/26/2013,72,34.0,11.0,32.35294117647059,-8763.67,-8.76367,24.47824548991864,21.0,8.0,38.095238095238095,13.0,3.0,23.076923076923077
11/30/2012--11/25/2013,73,38.0,12.0,31.57894736842105,-18041.120000000003,-18.041120000000003,27.06552706552706,25.0,9.0,36.0,13.0,3.0,23.076923076923077
12/30/2012--12/25/2013,74,38.0,12.0,31.57894736842105,-17763.969999999998,-17.763969999999997,28.45305807176463,24.0,9.0,37.5,14.0,3.0,21.428571428571427
01/29/2013--01/24/2014,75,39.0,11.0,28.205128205128204,-21745.02999999999,-21.74502999999999,18.737554759060128,25.0,8.0,32.0,14.0,3.0,21.428571428571427
02/28/2013--02/23/2014,76,40.0,10.0,25.0,-34614.13000000001,-34.61413000000001,21.29147153881668,23.0,7.0,30.434782608695656,17.0,3.0,17.647058823529413
03/30/2013--03/25/2014,77,41.0,14.0,34.146341463414636,-15618.92,-15.61892,19.39122076257609,25.0,10.0,40.0,16.0,4.0,25.0
04/29/2013--04/24/2014,78,40.0,12.0,30.0,-4386.059999999996,-4.386059999999996,17.90960451977401,23.0,8.0,34.78260869565217,17.0,4.0,23.52941176470588
05/29/2013--05/24/2014,79,35.0,7.0,20.0,-15154.659999999996,-15.154659999999998,15.210022999636847,23.0,6.0,26.08695652173913,12.0,1.0,8.333333333333332
06/28/2013--06/23/2014,80,45.0,12.0,26.666666666666668,-27325.480000000003,-27.325480000000002,22.10447575115323,30.0,11.0,36.666666666666664,15.0,1.0,6.666666666666667
07/28/2013--07/23/2014,81,52.0,15.0,28.846153846153843,-19667.69000000001,-19.66769000000001,17.82430749154753,37.0,14.0,37.83783783783784,15.0,1.0,6.666666666666667
08/27/2013--08/22/2014,82,53.0,15.0,28.30188679245283,-22995.730000000007,-22.995730000000005,21.95555011326761,37.0,14.0,37.83783783783784,16.0,1.0,6.25
09/26/2013--09/21/2014,83,47.0,14.0,29.78723404255319,-20253.59,-20.25359,18.274500559844416,34.0,13.0,38.23529411764706,13.0,1.0,7.6923076923076925
10/26/2013--10/21/2014,84,47.0,15.0,31.914893617021278,1082.2999999999995,1.0822999999999996,10.123134540089659,33.0,13.0,39.39393939393939,14.0,2.0,14.285714285714285
11/25/2013--11/20/2014,85,50.0,16.0,32.0,19022.459999999995,19.022459999999995,13.812766428610981,36.0,15.0,41.66666666666667,14.0,1.0,7.142857142857142
12/25/2013--12/20/2014,86,47.0,15.0,31.914893617021278,5159.500000000002,5.159500000000001,12.327649506404516,33.0,14.0,42.42424242424242,14.0,1.0,7.142857142857142
