Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
02/09/2011--02/04/2012,51,43.0,21.0,48.837209302325576,5126.360000000005,5.1263600000000045,1.7169555980615159,37.0,19.0,51.35135135135135,6.0,2.0,33.33333333333333
03/11/2011--03/05/2012,52,43.0,21.0,48.837209302325576,4446.35,4.446350000000001,4.51696728829104,37.0,19.0,51.35135135135135,6.0,2.0,33.33333333333333
04/10/2011--04/04/2012,53,43.0,24.0,55.81395348837209,26094.529999999995,26.094529999999992,5.586592178770953,37.0,22.0,59.45945945945946,6.0,2.0,33.33333333333333
05/10/2011--05/04/2012,54,39.0,22.0,56.41025641025641,23796.540000000005,23.796540000000004,0.8316773386325129,34.0,20.0,58.82352941176471,5.0,2.0,40.0
06/09/2011--06/03/2012,55,37.0,19.0,51.35135135135135,4587.980000000001,4.587980000000001,-0.9582689335394197,32.0,17.0,53.125,5.0,2.0,40.0
07/09/2011--07/03/2012,56,36.0,17.0,47.22222222222222,-128.8199999999996,-0.12881999999999957,4.123664469197551,32.0,16.0,50.0,4.0,1.0,25.0
08/08/2011--08/02/2012,57,44.0,21.0,47.72727272727273,2596.2699999999995,2.5962699999999996,21.71744165330481,42.0,20.0,47.61904761904761,2.0,1.0,50.0
09/07/2011--09/01/2012,58,31.0,16.0,51.61290322580645,-1421.15,-1.42115,17.349738132845612,31.0,16.0,51.61290322580645,0.0,0.0
10/07/2011--10/01/2012,59,36.0,20.0,55.55555555555556,-11846.739999999998,-11.846739999999997,24.74721285973555,36.0,20.0,55.55555555555556,0.0,0.0
11/06/2011--10/31/2012,60,29.0,17.0,58.620689655172406,-18640.32,-18.64032,11.9515285917947,29.0,17.0,58.620689655172406,0.0,0.0
12/06/2011--11/30/2012,61,33.0,19.0,57.57575757575758,-19316.129999999997,-19.316129999999998,12.589101853318546,31.0,19.0,61.29032258064516,2.0,0.0,0.0
01/05/2012--12/30/2012,62,26.0,17.0,65.38461538461539,-8734.029999999999,-8.734029999999999,9.364261168384887,26.0,17.0,65.38461538461539,0.0,0.0
02/04/2012--01/29/2013,63,24.0,14.0,58.333333333333336,-2378.080000000001,-2.3780800000000006,12.056526589810346,22.0,14.0,63.63636363636363,2.0,0.0,0.0
03/05/2012--02/28/2013,64,21.0,12.0,57.14285714285714,-6372.110000000003,-6.372110000000003,10.86654478976235,19.0,12.0,63.1578947368421,2.0,0.0,0.0
04/04/2012--03/30/2013,65,15.0,8.0,53.333333333333336,-16705.38,-16.70538,12.019162019162,15.0,8.0,53.333333333333336,0.0,0.0
05/04/2012--04/29/2013,66,16.0,8.0,50.0,-17645.39,-17.64539,16.27737226277373,16.0,8.0,50.0,0.0,0.0
06/03/2012--05/29/2013,67,22.0,11.0,50.0,-3326.3,-3.3263000000000003,28.977361436377834,20.0,11.0,55.00000000000001,2.0,0.0,0.0
07/03/2012--06/28/2013,68,14.0,7.0,50.0,7590.31,7.590310000000001,16.74380694553604,13.0,7.0,53.84615384615385,1.0,0.0,0.0
08/02/2012--07/28/2013,69,7.0,7.0,100.0,6716.280000000001,6.716280000000001,23.763173302107752,7.0,7.0,100.0,0.0,0.0
09/01/2012--08/27/2013,70,4.0,3.0,75.0,86968.11,86.96811,15.812238530809056,4.0,3.0,75.0,0.0,0.0
10/01/2012--09/26/2013,71,2.0,1.0,50.0,52446.00000000001,52.446000000000005,17.55862690082788,1.0,1.0,100.0,1.0,0.0,0.0
10/31/2012--10/26/2013,72,33.0,22.0,66.66666666666666,40260.31000000001,40.26031000000001,24.47824548991864,28.0,20.0,71.42857142857143,5.0,2.0,40.0
11/30/2012--11/25/2013,73,37.0,22.0,59.45945945945946,24227.769999999997,24.227769999999996,27.06552706552706,32.0,20.0,62.5,5.0,2.0,40.0
12/30/2012--12/25/2013,74,35.0,21.0,60.0,24317.070000000003,24.317070000000005,28.45305807176463,30.0,19.0,63.33333333333333,5.0,2.0,40.0
01/29/2013--01/24/2014,75,39.0,23.0,58.97435897435898,15106.750000000016,15.106750000000016,18.737554759060128,34.0,21.0,61.76470588235294,5.0,2.0,40.0
02/28/2013--02/23/2014,76,42.0,25.0,59.523809523809526,-9927.37,-9.92737,21.29147153881668,34.0,21.0,61.76470588235294,8.0,4.0,50.0
03/30/2013--03/25/2014,77,45.0,27.0,60.0,-424.01999999999754,-0.4240199999999975,19.39122076257609,36.0,23.0,63.888888888888886,9.0,4.0,44.44444444444444
04/29/2013--04/24/2014,78,44.0,27.0,61.36363636363637,-4101.01,-4.1010100000000005,17.90960451977401,34.0,23.0,67.64705882352942,10.0,4.0,40.0
05/29/2013--05/24/2014,79,43.0,24.0,55.81395348837209,-7936.499999999999,-7.936499999999999,15.210022999636847,35.0,22.0,62.857142857142854,8.0,2.0,25.0
06/28/2013--06/23/2014,80,52.0,32.0,61.53846153846154,-2949.779999999996,-2.949779999999996,22.10447575115323,42.0,29.0,69.04761904761905,10.0,3.0,30.0
07/28/2013--07/23/2014,81,47.0,27.0,57.446808510638306,-5248.810000000002,-5.248810000000002,17.82430749154753,37.0,24.0,64.86486486486487,10.0,3.0,30.0
08/27/2013--08/22/2014,82,49.0,30.0,61.224489795918366,8874.109999999999,8.874109999999998,21.95555011326761,40.0,27.0,67.5,9.0,3.0,33.33333333333333
09/26/2013--09/21/2014,83,46.0,27.0,58.69565217391305,3214.1000000000004,3.2141,18.274500559844416,40.0,25.0,62.5,6.0,2.0,33.33333333333333
10/26/2013--10/21/2014,84,45.0,27.0,60.0,22129.759999999995,22.129759999999994,10.123134540089659,39.0,25.0,64.1025641025641,6.0,2.0,33.33333333333333
11/25/2013--11/20/2014,85,49.0,29.0,59.183673469387756,31446.210000000003,31.44621,13.812766428610981,43.0,27.0,62.7906976744186,6.0,2.0,33.33333333333333
12/25/2013--12/20/2014,86,47.0,28.0,59.57446808510638,67561.77999999998,67.56177999999998,12.327649506404516,42.0,27.0,64.28571428571429,5.0,1.0,20.0
