Period,Period#,# of trades,winning trades,winning percent,PorL,StrategyReturn,MarketReturn,# of long trades,long winning trades,long winning percent,# of short trades,short winning trades,short winning percent
05/15/2010--05/10/2011,42,7.0,2.0,28.57142857142857,129806.28,129.80628000000002,19.236507240017552,6.0,2.0,33.33333333333333,1.0,0.0,0.0
06/14/2010--06/09/2011,43,7.0,2.0,28.57142857142857,119936.23999999999,119.93623999999998,18.163803888264894,6.0,2.0,33.33333333333333,1.0,0.0,0.0
07/14/2010--07/09/2011,44,0.0,0.0,0.0,0.0,22.570701589588797,0.0,0.0,0.0,0.0
08/13/2010--08/08/2011,45,29.0,16.0,55.172413793103445,-10486.24,-10.486239999999999,3.646939340781094,24.0,13.0,54.166666666666664,5.0,3.0,60.0
09/12/2010--09/07/2011,46,33.0,17.0,51.515151515151516,-3953.7700000000045,-3.9537700000000044,6.7157558552164724,27.0,13.0,48.148148148148145,6.0,4.0,66.66666666666666
10/12/2010--10/07/2011,47,34.0,19.0,55.88235294117647,2843.180000000007,2.843180000000007,-1.1110161524656108,27.0,15.0,55.55555555555556,7.0,4.0,57.14285714285714
11/11/2010--11/06/2011,48,33.0,17.0,51.515151515151516,-14287.720000000003,-14.287720000000004,3.161918855592542,26.0,13.0,50.0,7.0,4.0,57.14285714285714
12/11/2010--12/06/2011,49,31.0,17.0,54.83870967741935,-11965.449999999999,-11.965449999999999,1.3648041104688526,23.0,12.0,52.17391304347826,8.0,5.0,62.5
01/10/2011--01/05/2012,50,28.0,13.0,46.42857142857143,-17845.479999999996,-17.84548,0.834777130256724,21.0,8.0,38.095238095238095,7.0,5.0,71.42857142857143
02/09/2011--02/04/2012,51,23.0,12.0,52.17391304347826,-15917.160000000003,-15.917160000000003,1.7169555980615159,16.0,7.0,43.75,7.0,5.0,71.42857142857143
03/11/2011--03/05/2012,52,21.0,9.0,42.857142857142854,-24693.02,-24.69302,4.51696728829104,15.0,5.0,33.33333333333333,6.0,4.0,66.66666666666666
04/10/2011--04/04/2012,53,21.0,10.0,47.61904761904761,-24495.75,-24.49575,5.586592178770953,16.0,7.0,43.75,5.0,3.0,60.0
05/10/2011--05/04/2012,54,20.0,9.0,45.0,-21904.220000000005,-21.904220000000006,0.8316773386325129,15.0,7.0,46.666666666666664,5.0,2.0,40.0
06/09/2011--06/03/2012,55,20.0,8.0,40.0,-24850.87,-24.85087,-0.9582689335394197,14.0,6.0,42.857142857142854,6.0,2.0,33.33333333333333
07/09/2011--07/03/2012,56,19.0,8.0,42.10526315789473,-18253.589999999997,-18.253589999999996,4.123664469197551,13.0,6.0,46.15384615384615,6.0,2.0,33.33333333333333
08/08/2011--08/02/2012,57,25.0,9.0,36.0,-23712.27,-23.71227,21.71744165330481,16.0,7.0,43.75,9.0,2.0,22.22222222222222
09/07/2011--09/01/2012,58,19.0,8.0,42.10526315789473,-16632.57,-16.632569999999998,17.349738132845612,11.0,6.0,54.54545454545454,8.0,2.0,25.0
10/07/2011--10/01/2012,59,20.0,9.0,45.0,-16460.390000000003,-16.460390000000004,24.74721285973555,12.0,7.0,58.333333333333336,8.0,2.0,25.0
11/06/2011--10/31/2012,60,30.0,14.0,46.666666666666664,-14683.990000000003,-14.683990000000001,11.9515285917947,20.0,12.0,60.0,10.0,2.0,20.0
12/06/2011--11/30/2012,61,19.0,9.0,47.368421052631575,-881.0200000000004,-0.8810200000000004,12.589101853318546,12.0,8.0,66.66666666666666,7.0,1.0,14.285714285714285
01/05/2012--12/30/2012,62,19.0,8.0,42.10526315789473,-8068.950000000001,-8.068950000000001,9.364261168384887,10.0,7.0,70.0,9.0,1.0,11.11111111111111
02/04/2012--01/29/2013,63,19.0,8.0,42.10526315789473,13375.529999999999,13.37553,12.056526589810346,10.0,7.0,70.0,9.0,1.0,11.11111111111111
03/05/2012--02/28/2013,64,18.0,8.0,44.44444444444444,17356.81,17.35681,10.86654478976235,9.0,7.0,77.77777777777779,9.0,1.0,11.11111111111111
04/04/2012--03/30/2013,65,13.0,3.0,23.076923076923077,-10094.980000000003,-10.094980000000003,12.019162019162,5.0,2.0,40.0,8.0,1.0,12.5
05/04/2012--04/29/2013,66,30.0,10.0,33.33333333333333,-22593.429999999997,-22.593429999999998,16.27737226277373,19.0,9.0,47.368421052631575,11.0,1.0,9.090909090909092
06/03/2012--05/29/2013,67,34.0,13.0,38.23529411764706,-22824.030000000002,-22.824030000000004,28.977361436377834,23.0,12.0,52.17391304347826,11.0,1.0,9.090909090909092
07/03/2012--06/28/2013,68,37.0,16.0,43.24324324324324,-10694.340000000004,-10.694340000000004,16.74380694553604,23.0,12.0,52.17391304347826,14.0,4.0,28.57142857142857
08/02/2012--07/28/2013,69,29.0,15.0,51.724137931034484,-201.60000000000184,-0.20160000000000183,23.763173302107752,17.0,11.0,64.70588235294117,12.0,4.0,33.33333333333333
09/01/2012--08/27/2013,70,26.0,11.0,42.30769230769231,-4459.740000000005,-4.459740000000005,15.812238530809056,14.0,7.0,50.0,12.0,4.0,33.33333333333333
10/01/2012--09/26/2013,71,24.0,11.0,45.83333333333333,-5492.889999999998,-5.492889999999997,17.55862690082788,13.0,7.0,53.84615384615385,11.0,4.0,36.36363636363637
10/31/2012--10/26/2013,72,26.0,10.0,38.46153846153847,-4473.809999999997,-4.473809999999997,24.47824548991864,12.0,6.0,50.0,14.0,4.0,28.57142857142857
11/30/2012--11/25/2013,73,28.0,11.0,39.285714285714285,-3231.8999999999965,-3.2318999999999964,27.06552706552706,15.0,7.0,46.666666666666664,13.0,4.0,30.76923076923077
12/30/2012--12/25/2013,74,29.0,12.0,41.37931034482759,-406.03000000000156,-0.40603000000000156,28.45305807176463,15.0,8.0,53.333333333333336,14.0,4.0,28.57142857142857
01/29/2013--01/24/2014,75,33.0,12.0,36.36363636363637,-11371.570000000003,-11.371570000000004,18.737554759060128,19.0,8.0,42.10526315789473,14.0,4.0,28.57142857142857
02/28/2013--02/23/2014,76,34.0,14.0,41.17647058823529,-17440.850000000006,-17.440850000000005,21.29147153881668,18.0,9.0,50.0,16.0,5.0,31.25
03/30/2013--03/25/2014,77,33.0,15.0,45.45454545454545,27439.28,27.43928,19.39122076257609,18.0,10.0,55.55555555555556,15.0,5.0,33.33333333333333
04/29/2013--04/24/2014,78,34.0,14.0,41.17647058823529,13435.930000000004,13.435930000000004,17.90960451977401,19.0,9.0,47.368421052631575,15.0,5.0,33.33333333333333
05/29/2013--05/24/2014,79,31.0,10.0,32.25806451612903,4091.700000000001,4.091700000000001,15.210022999636847,20.0,8.0,40.0,11.0,2.0,18.181818181818183
06/28/2013--06/23/2014,80,40.0,18.0,45.0,-143.20000000000232,-0.1432000000000023,22.10447575115323,25.0,15.0,60.0,15.0,3.0,20.0
07/28/2013--07/23/2014,81,43.0,18.0,41.86046511627907,447.69000000000005,0.4476900000000001,17.82430749154753,28.0,15.0,53.57142857142857,15.0,3.0,20.0
08/27/2013--08/22/2014,82,43.0,19.0,44.18604651162791,6514.680000000003,6.514680000000003,21.95555011326761,28.0,16.0,57.14285714285714,15.0,3.0,20.0
09/26/2013--09/21/2014,83,39.0,18.0,46.15384615384615,-7089.19000000001,-7.089190000000009,18.274500559844416,27.0,16.0,59.25925925925925,12.0,2.0,16.666666666666664
10/26/2013--10/21/2014,84,39.0,18.0,46.15384615384615,8696.169999999998,8.696169999999999,10.123134540089659,26.0,15.0,57.692307692307686,13.0,3.0,23.076923076923077
11/25/2013--11/20/2014,85,40.0,19.0,47.5,24893.92,24.893919999999998,13.812766428610981,27.0,16.0,59.25925925925925,13.0,3.0,23.076923076923077
12/25/2013--12/20/2014,86,38.0,18.0,47.368421052631575,20111.49,20.11149,12.327649506404516,25.0,15.0,60.0,13.0,3.0,23.076923076923077
